个人寿险投/被保险人职业代码表（2010）,,,,,,
,,,6170203纸面石膏板生产工,纸面石膏板生产工,3,1
,,,6170204石膏浮雕板工,石膏浮雕板工,3,1
,,,6170205监工(不参与制造过程),监工（不参与制造过程）,2,1
,,61703建筑防水密封材料生产人员,6170301油毡生产工,油毡生产工,3,2
,,,6170302高分子防水卷材生产工,高分子防水卷材生产工,3,2
,,61704建筑保温及吸音材料生产人员,6170401保温材料制造工,保温材料制造工,4,2
,,,6170402吸音材料生产工,吸音材料生产工,4,2
,,,6170403珍珠岩制造工,珍珠岩制造工,4,2
,,61705装饰石材生产人员,6170501装饰石材生产工,装饰石材生产工,5,2
,,61706非金属矿及其制品生产加工人员,6170601云母制品加工工,云母制品加工工,4,2
,,,6170602石棉制品工,石棉制品工,7,3
,,,6170603高岭土制品工,高岭土制品工,4,2
,,,6170604金刚石制品工,金刚石制品工,5,2
,,,6170605人工合成晶体工,人工合成晶体工,4,2
,,61707耐火材料生产人员,6170701耐火原料加工工,耐火原料加工工,3,2
,,,6170702耐火材料成型工,耐火材料成型工,3,2
,,,6170703耐火材料烧成工,耐火材料烧成工,4,2
,,,6170704耐火制品浸油工,耐火制品浸油工,4,2
,,,6170705耐火纤维制品工,耐火纤维制品工,4,2
"第六大类6生产、运输设备操作人员及有关人员",618玻璃、陶瓷、搪瓷及其制品生产加工人员,61801玻璃熔制人员,6180101玻璃配料工,玻璃配料工,3,1
,,,6180102玻璃熔化工,玻璃熔化工,4,2
,,,6180103玻璃制板及玻璃成型工,玻璃制板及玻璃成型工,4,2
,,,"6180104玻璃加工工",玻璃加工工,4,2
,,,6180105玻璃制品装饰加工工,玻璃制品装饰加工工,3,2
,,,"6180106技师",技师,3,1
,,,"6180107监工",监工,3,1
,,61802玻璃纤维及制品生产人员,6180201玻璃纤维制品工,玻璃纤维制品工,4,2
,,,6180202玻璃钢制品工,玻璃钢制品工,4,2
,,61803石英玻璃制品加工人员,6180301石英玻璃制品加工工,石英玻璃制品加工工,4,2
,,61804陶瓷制品生产人员,6180401陶瓷原料准备工,陶瓷原料准备工,3,1
,,,6180402陶瓷成型工,陶瓷成型工,3,1
,,,6180403陶瓷烧成工,陶瓷烧成工,3,1
,,,6180404陶瓷装饰工,陶瓷装饰工,3,1
,,,6180405匣钵、模型制作工,匣钵、模型制作工,3,1
,,,6180406古建琉璃工,古建琉璃工,3,1
,,61805搪瓷制品生产人员,6180501搪瓷釉浆熔制工,搪瓷釉浆熔制工,3,1
,,,6180502搪瓷坯体制作工,搪瓷坯体制作工,4,1
,,,6180503搪瓷涂搪烧成工,搪瓷涂搪烧成工,3,1
,,,6180504搪瓷花版饰花工,搪瓷花版饰花工,3,1
,619广播影视制品制作、播放及文物保护作业人员,61901影视制品制作人员,6190101影视置景制作员,影视置景制作员,3,1
,,,6190102影视服装员,影视服装员,1,1
,,,6190103影视舞台烟火特效员,影视舞台烟火特效员,3,1
,,,6190104影视动画制作员,影视动画制作员,1,1
,,,6190105影视木偶制作员,影视木偶制作员,2,1
,,,6190106电影洗印员,电影洗印员,2,1
,,61902音像制品制作复制人员,6190201唱片制作工,唱片制作工,3,1
,,,6190202唱片检听工,唱片检听工,2,1
,,,6190203音像带复制工,音像带复制工,1,1
,,,6190204光盘复制工,光盘复制工,1,1
,,61903广播影视舞台设备安装调试及运行操作人员,6190301照明设备操作员,照明设备操作员,2,1
,,,6190302影视设备机械员,影视设备机械员,2,1
,,,"6190303广播电视天线工",广播电视天线工,5,2
,,,6190304有线广播电视机线员,有线广播电视机线员,4,1
,,,6190305音响调音员,音响调音员,1,1
"第六大类6生产、运输设备操作人员及有关人员",619广播影视制品制作、播放及文物保护作业人员,61903广播影视舞台设备安装调试及运行操作人员,6190306舞台音响效果工,舞台音响效果工,2,1
,,61904电影放映人员,"6190401电影放映员",电影放映员,2,1
,,,6190402拷贝检片员,拷贝检片员,2,1
,,,6190403拷贝字幕员,拷贝字幕员,2,1
,,,"6190404电影院售票员",电影院售票员,1,1
,,,6190405跑片员,跑片员,4,1
,,61905文物保护作业人员,6190501考古发掘工,考古发掘工,4,2
,,,6190502文物修复工,文物修复工,3,1
,,,6190503文物拓印工,文物拓印工,2,1
,,,6190504古旧书画修复工,古旧书画修复工,2,1
,620印刷人员,62001印前处理人员,"6200101平版制版工",平版制版工,2,1
,,,6200102凸版制版工,凸版制版工,3,1
,,,6200103凹版制版工,凹版制版工,3,1
,,,6200104孔版制版工,孔版制版工,2,1
,,,6200105印前制作员,印前制作员,2,1
,,62002印刷操作人员,"6200201平版印刷工",平版印刷工,2,1
,,,6200202凸版印刷工,凸版印刷工,2,1
,,,6200203凹版印刷工,凹版印刷工,2,1
,,,6200204孔版印刷工,孔版印刷工,2,1
,,,6200205木刻水印印制工,木刻水印印制工,2,1
,,,6200206珂罗版印制工,珂罗版印制工,2,1
,,,6200207盲文印制工,盲文印制工,2,1
,,62003印后制作人员,"6200301装订工",装订工,2,1
,,,6200302印品整饰工,印品整饰工,2,1
,621工艺、美术品制作人员,62101珠宝首饰加工制作人员,6210101宝石琢磨工,宝石琢磨工,2,1
,,,6210102贵金属首饰制作工,贵金属首饰制作工,2,1
,,62102地毯制作人员,6210201地毯制作工,地毯制作工,2,1
,,62103玩具制作人员,6210301金属、塑料、木制玩具装配工,金属、塑料、木制玩具装配工,2,1
,,,6210302布绒玩具制作工,布绒玩具制作工,2,1
,,,6210303搪塑玩具制作工,搪塑玩具制作工,2,1
"第六大类6生产、运输设备操作人员及有关人员",621工艺、美术品制作人员,62104漆器工艺品制作人员,6210401漆器制胎工,漆器制胎工,3,1
,,,6210402彩绘雕填制作工,彩绘雕填制作工,2,1
,,,6210403漆器镶嵌工,漆器镶嵌工,2,1
,,62105抽纱刺绣工艺品制作人员,6210501机绣工,机绣工,2,1
,,,6210502手绣制作工,手绣制作工,2,1
,,,6210503抽纱挑编工,抽纱挑编工,2,1
,,62106金属工艺品制作人员,6210601景泰蓝制作工,景泰蓝制作工,4,1
,,,6210602金属摆件工,金属摆件工,3,1
,,,"6210604金属手工艺品加工工人",金属手工艺品加工工人,3,1
,,62107雕刻工艺品制作人员,"6210703金属工艺品雕刻工",金属工艺品雕刻工,3,1
,,,"6210704竹木制手工艺品雕刻工",竹木制手工艺品雕刻工,2,1
,,62108美术品制作人员,6210801装饰美工,装饰美工,2,1
,,,6210802雕塑翻制工,雕塑翻制工,2,1
,,,6210803壁画制作工,壁画制作工,2,1
,,,6210804油画外框制作工,油画外框制作工,2,1
,,,6210805装裱工,装裱工,2,1
,,,6210806版画制作工,版画制作工,2,1
,,62199其他工艺、美术品制作人员,6219901民间工艺品制作工,民间工艺品制作工,2,1
,,,6219902人造花制作工,人造花制作工,2,1
,,,6219903工艺画制作工,工艺画制作工,2,1
,,,6219904烟花爆竹制作工,烟花爆竹制作工,7,3
,,,"6219908竹木制手工艺品加工工人",竹木制手工艺品加工工人,2,1
,,,"6219906布类纸品工艺品加工工人",布类纸品工艺品加工工人,1,1
,,,"6219907矿石手工艺品加工人员",矿石手工艺品加工人员,3,1
,622文化教育、体育用品制作人员,62201文教用品制作人员,6220101墨制作工,墨制作工,3,1
,,,6220102墨水制造工,墨水制造工,2,1
,,,6220103墨汁制造工,墨汁制造工,2,1
,,,6220104绘图仪器制作工,绘图仪器制作工,2,1
,,,6220105静电复印机消耗材制造工,静电复印机消耗材制造工,2,1
"第六大类6生产、运输设备操作人员及有关人员",622文化教育、体育用品制作人员,62201文教用品制作人员,6220106毛笔制作工,毛笔制作工,2,1
,,,6220107自来水笔制作工,自来水笔制作工,2,1
,,,6220108圆珠笔制作工,圆珠笔制作工,2,1
,,,6220109铅笔制造工,铅笔制造工,3,1
,,,6220110印泥制作工,印泥制作工,2,1
,,62202体育用品制作人员,6220201制球工,制球工,2,1
,,,6220202球拍、球网制作工,球拍、球网制作工,2,1
,,,6220203健身器材制作工,健身器材制作工,3,1
,,62203乐器制作人员,6220301钢琴及键盘乐器制作工,钢琴及键盘乐器制作工,3,1
,,,6220302提琴制作工,提琴制作工,3,1
,,,6220303管乐器制作工,管乐器制作工,3,1
,,,6220304民族拉弦、弹拨乐器制作工,民族拉弦、弹拨乐器制作工,3,1
,,,6220305吹奏乐器制作工,吹奏乐器制作工,3,1
,,,6220306打击乐器制作工,打击乐器制作工,3,1
,,,6220307电声乐器制作工,电声乐器制作工,3,1
,623工程施工人员,62301土石方施工人员,6230101凿岩工,凿岩工,7,3
,,,"6230102爆破工",爆破工,7,3
,,,6230103土石方机械操作工(推土、铲运机驾驶员、挖掘机驾驶员、打桩工、铲运机操作工),土石方机械操作工,5,2
,,62302砌筑人员,6230201砌筑工,砌筑工,4,1
,,,"6230202洗石工人",洗石工人,4,1
,,,6230203砌砖匠,砌砖匠,4,1
,,,"6230204泥水匠",泥水匠,4,1
,,,"6230205磨石工人",磨石工人,3,1
,,62303混凝土配制及制品加工人员,6230301混凝土工,混凝土工,4,1
,,,"6230302混凝土制品模具工",混凝土制品模具工,4,1
,,,"6230303混凝土搅拌机械操作工",混凝土搅拌机械操作工,4,1
,,62304钢筋加工人员,"6230401钢筋工",钢筋工,5,2
,,62305施工架子搭设人员,"6230501架子工",架子工,5,2
,,62306工程防水人员,"6230601防水工",防水工,4,1
"第六大类6生产、运输设备操作人员及有关人员",623工程施工人员,62306工程防水人员,6230602防渗墙工,防渗墙工,4,1
,,,"6230603排水工程人员",排水工程人员,4,1
,,62307装饰装修人员,6230701装饰装修工,装饰装修工,4,1
,,,6230702室内成套设施装饰工,室内成套设施装饰工,3,1
,,,"6230703油漆工、喷漆工",油漆工、喷漆工,4,2
,,,"6230704铝门窗安装工人",铝门窗安装工人,4,1
,,,"6230705石棉瓦或浪板安装工人",石棉瓦或浪板安装工人,4,1
,,,"6230706设计制图人员",设计制图人员,1,1
,,,"6230707地毯之装设人员",地毯之装设人员,2,1
,,,"6230708室内装潢人员(不含木工、油漆工)",室内装潢人员（不含木工、油漆工）,3,1
,,,"6230709室外装潢人员",室外装潢人员,6,2
,,,"6230710承包商、监工",承包商、监工,2,1
,,,"6230711铁门窗制造安装工人",铁门窗制造安装工人,5,2
,,,"6230712木工",木工,3,2
,,,6230713安装玻璃幕墙工人,安装玻璃幕墙工人,7,3
,,62308古建筑修建人员,6230801古建筑结构施工工,古建筑结构施工工,4,2
,,,6230802古建筑装饰工,古建筑装饰工,4,1
,,62309筑路、养护、维修人员,6230901筑路机械操作工,筑路机械操作工,5,1
,,,6230902筑路、养护工,筑路、养护工,5,1
,,,6230903线桥专用机械操作工,线桥专用机械操作工,5,1
,,,"6230904铁道线路工",铁道线路工,4,2
,,,"6230905桥梁工",桥梁工,5,2
"第六大类6生产、运输设备操作人员及有关人员",623工程施工人员,62309筑路、养护、维修人员,"6230906隧道工",隧道工,6,2
,,,6230907铁路舟桥工,铁路舟桥工,5,2
,,,6230908道岔制修工,道岔制修工,5,1
,,,6230909枕木处理工,枕木处理工,4,1
,,,"6230910铁路平交道看守人员",铁路平交道看守人员,2,1
,,,"6230911铁路修护厂技工",铁路修护厂技工,3,1
,,,"6230912铁路铺设领班",铁路铺设领班,3,1
,,,"6230913管道铺设及维护工人",管道铺设及维护工人,4,1
,,,"6230914高速公路工程人员",高速公路工程人员,5,2
,,,"6230915电线架设及维护工人",电线架设及维护工人,5,2
,,62310工程设备安装人员,6231001机械设备安装工,机械设备安装工,3,1
,,,"6231002电气设备安装工",电气设备安装工,4,1
,,,6231003管工,管工,4,1
,,,6231004防火系统、警报器安装人员,防火系统、警报器安装人员,4,1
,,,"6231005电梯、升降机安装工人(非高空作业)",电梯、升降机安装工人（非高空作业）,4,2
,,,6231006电梯、升降机安装工人(高空作业),电梯、升降机安装工人（高空作业）,7,3
,,,"6231007电梯、升降机修理及维护工人",电梯、升降机修理及维护工人,4,1
,,62399其他工程施工人员,6239901中小型施工机械操作工,中小型施工机械操作工,4,1
,,,"6239902建筑工程车辆驾驶员",建筑工程车辆驾驶员,5,1
,,,"6239903建筑工程车辆机械操作员",建筑工程车辆机械操作员,5,1
,,,"6239904监工",监工,3,1
"第六大类6生产、运输设备操作人员及有关人员",623工程施工人员,62399其他工程施工人员,"6239905测量员",测量员,3,1
,,,"6239906拆屋、迁屋工人",拆屋、迁屋工人,4,2
,,,"6239907道路工程机械操作员",道路工程机械操作员,4,1
,,,"6239908道路工程车辆驾驶员",道路工程车辆驾驶员,4,1
,,,"6239909工地看守员",工地看守员,4,1
,,,"6239910海湾港口工程人员",海湾港口工程人员,5,2
,,,"6239911水坝工程人员、挖井工程人员",水坝工程人员、挖井工程人员,5,2
,,,"6239912潜水工作人员",潜水工作人员,7,3
,,,"6239913挖泥船工人",挖泥船工人,5,2
,,,6239914工地推车工,工地推车工,4,1
,624运输设备操作人员及有关人员,62401公(道)路运输机械设备操作及有关人员,"6240101自用小客车司机",自用小客车司机,3,1
,,,"6240102自用大客车司机",自用大客车司机,3,1
,,,"6240103出租车、救护车司机",出租车、救护车司机,4,1
,,,"6240104游览车司机及服务员",游览车司机及服务员,3,1
,,,"6240105客运车司机及服务员",客运车司机及服务员,3,1
,,,"6240106小型客货两用车司机",小型客货两用车司机,3,1
,,,"6240107自用货车司机、随车工人、搬家工人",自用货车司机、随车工人、搬家工人,4,1
,,,"6240108人力三轮车夫",人力三轮车夫,3,2
,,,"6240109机动三轮车夫",机动三轮车夫,5,1
"第六大类6生产、运输设备操作人员及有关人员",624运输设备操作人员及有关人员,62401公(道)路运输机械设备操作及有关人员,"6240110营业用货车司机、随车工人",营业用货车司机、随车工人,6,1
,,,"6240111砂石车司机、随车工人",砂石车司机、随车工人,6,1
,,,"6240112工程卡车司机、随车人员",工程卡车司机、随车人员,5,1
,,,"6240113液化、氧化油罐车司机、随车工人",液化、氧化油罐车司机、随车工人,6,1
,,,"6240114货柜车司机、随车人员",货柜车司机、随车人员,4,1
,,,"6240115有摩托车驾照人员",有摩托车驾照人员,3,2
,,62402铁路、地铁运输机械设备操作及有关人员,6240201车站行车作业员,车站行车作业员,2,1
,,,6240202车站运转作业计划员,车站运转作业计划员,1,1
,,,6240203车号员,车号员,2,1
,,,6240204驼峰设备操作员,驼峰设备操作员,2,1
,,,6240205车站调车作业员,车站调车作业员,3,1
,,,6240206列车运转乘务员,列车运转乘务员,2,1
,,,"6240207机车驾驶员",机车驾驶员,3,1
,,,6240208机车调度员,机车调度员,1,1
,,,6240209发电车乘务员,发电车乘务员,3,1
,,,"6240210机车燃料填充员",机车燃料填充员,3,1
,,,6240211救援机械操作员,救援机械操作员,4,1
,,,6240212列车轴温检测员,列车轴温检测员,2,1
,,,6240213铁路通信工,铁路通信工,4,1
,,,"6240214铁路电源工",铁路电源工,4,1
,,,6240215铁路信号工,铁路信号工,4,1
,,,"6240216铁路机工",铁路机工,4,1
,,62403民用航空设备操作及有关人员,6240301航空通信雷达导航员,航空通信雷达导航员,1,1
,,,6240302航空通信雷达设备维护保养员,航空通信雷达设备维护保养员,3,1
"第六大类6生产、运输设备操作人员及有关人员",624运输设备操作人员及有关人员,62403民用航空设备操作及有关人员,6240303航空油料员,航空油料员,3,1
,,,6240304航空摄影员,航空摄影员,6,2
,,,6240305航空器材员,航空器材员,3,1
,,,6240306航空气象员,航空气象员,1,1
,,62404水上运输设备操作及有关人员,"6240401水手长、水手",水手长、水手,6,1
,,,"6240402木匠",木匠,6,1
,,,"6240403铜匠",铜匠,6,1
,,,6240404船舶机工,船舶机工,6,1
,,,6240405船舶轮机员,船舶轮机员,6,1
,,,6240406船舶加油,船舶加油,3,1
,,,6240407无线电航标操作工,无线电航标操作工,3,1
,,,6240408潜水员,潜水员,7,3
,,,6240409视觉航标工(灯塔、航标维护保养),视觉航标工（灯塔、航标维护保养）,6,2
,,,6240410港口维护工(码头维修、水面防污、港口除尘),港口维护工,5,1
,,,6240411航道航务施工工,航道航务施工工,7,2
,,,"6240412泵匠",6-24-04-12泵匠,6,1
,,,"6240413电机师",电机师,6,1
,,,"6240414游览船之驾驶及工作人员",游览船之驾驶及工作人员,6,1
,,,"6240415小汽艇之驾驶及工作人员",小汽艇之驾驶及工作人员,6,1
,,,"6240416拖船驾驶员及工作人员",拖船驾驶员及工作人员,4,1
,,,"6240417渡船驾驶员及工作人员",渡船驾驶员及工作人员,4,1
,,62405起重装卸机械操作及有关人员,6240501起重装卸机械操作工,起重装卸机械操作工,4,2
,,,6240502起重工,起重工,6,2
,,,6240503输送机操作工,输送机操作工,3,1
,,,6240504闸门运行工,闸门运行工,3,1
"第六大类6生产、运输设备操作人员及有关人员",624运输设备操作人员及有关人员,62405起重装卸机械操作及有关人员,"6240505索道运输机械操作工",索道运输机械操作工,3,1
,,62499其他运输设备操作人员及有关人员,"6249901电梯、升降机操作员(不含矿场使用者)",电梯、升降机操作员（不含矿场使用者）,2,1
,625环境监测与废物处理人员,62501环境监测人员,6250101大气环境监测工,大气环境监测工,2,1
,,,6250102水环境监测工,水环境监测工,2,1
,,,6250103土壤环境监测工,土壤环境监测工,2,1
,,,6250104环境生物监测工,环境生物监测工,2,1
,,,6250105环境噪声及振动监测工,环境噪声及振动监测工,2,1
,,,6250106固体废物监测工,固体废物监测工,2,1
,,,6250107环境辐射监测工,环境辐射监测工,2,1
,,,6250108室内装饰装修质量检验员,室内装饰装修质量检验员,2,1
,,,6250109室内环境治理员,室内环境治理员,3,1
,,62502海洋环境调查与监测人员,6250201海洋调查与监测工,海洋调查与监测工,3,1
,,,6250202海洋浮标工,海洋浮标工,2,1
,,,6250203海洋水文气象观测员,海洋水文气象观测员,1,1
,,62503废物处理人员,6250301固体废物处理工,固体废物处理工,3,1
,,,6250302废水处理工,废水处理工,3,1
,,,6250303废气处理工,废气处理工,3,1
,,,6250304除尘设备运行工,除尘设备运行工,3,1
,626检验、计量人员,62601检验人员,6260101化学检验工,化学检验工,2,1
,,,6260102材料成分检验工,材料成分检验工,1,1
,,,6260103材料物理性能检验工,材料物理性能检验工,1,1
,,,6260104无损检测员,无损检测员,1,1
,,,6260105产品环境适应性能检验工,产品环境适应性能检验工,1,1
,,,6260106产品可靠性能检验工,产品可靠性能检验工,1,1
,,,6260107产品安全性能检验工,产品安全性能检验工,1,1
,,,6260108食品检验工,食品检验工,1,1
,,,6260109饲料检验工,饲料检验工,1,1
,,,6260110畜禽产品检验工,畜禽产品检验工,1,1
,,,6260111烟草检验工,烟草检验工,1,1
,,,6260112纺织纤维检验工,纺织纤维检验工,1,1
,,,6260113针纺织品检验工,针纺织品检验工,1,1
,,,6260114印染工艺检验工,印染工艺检验工,1,1
,,,6260115服装鞋帽检验工,服装鞋帽检验工,1,1
,,,6260116木材及家具检验工,木材及家具检验工,1,1
,,,6260117包装材料检验工,包装材料检验工,1,1
,,,6260118文体用品及出版物品检验工,文体用品及出版物品检验工,1,1
"第六大类6生产、运输设备操作人员及有关人员",626检验、计量人员,62601检验人员,6260119燃料检验工,燃料检验工,2,1
,,,6260120感光材料检验工,感光材料检验工,1,1
,,,6260121药物检验工,药物检验工,1,1
,,,6260122中药检验工,中药检验工,1,1
,,,6260123五金制品检验工,五金制品检验工,1,1
,,,6260124机械产品检验工,机械产品检验工,2,1
,,,6260125医疗器械检验工,医疗器械检验工,1,1
,,,6260126机动车检验工,机动车检验工,2,1
,,,6260127电器产品检验工,电器产品检验工,2,1
,,,6260128电工器材检验工,电工器材检验工,2,1
,,,6260129照明电器检验工,照明电器检验工,2,1
,,,6260130通信设备检验工,通信设备检验工,2,1
,,,6260131广播影视设备检验工,广播影视设备检验工,2,1
,,,6260132计算机检验工,计算机检验工,1,1
,,,6260133电子器件检验工,电子器件检验工,1,1
,,,6260134仪器仪表检验工,仪器仪表检验工,2,1
,,,6260135贵金属首饰、钻石、宝玉石检验员,贵金属首饰、钻石、宝玉石检验员,1,1
,,,6260136管道检验工,管道检验工,2,1
,,,6260137合成材料测试员,合成材料测试员,2,1
,,62602航空产品检验人员,6260201飞机检验工,飞机检验工,2,1
,,,6260202机载导弹检验工,机载导弹检验工,2,1
,,,6260203航空发动机检验工,航空发动机检验工,2,1
,,,6260204飞机螺旋桨检验工,飞机螺旋桨检验工,2,1
,,,6260205飞机、发动机附检验工,飞机、发动机附检验工,2,1
,,,6260206航空环控救生装备检验工,航空环控救生装备检验工,1,1
,,,6260207航空仪表检验工,航空仪表检验工,1,1
,,62603航天器检验测试人员,6260301航天器无损检测试验工,航天器无损检测试验工,2,1
,,,6260302航天器材料性能测试试验工,航天器材料性能测试试验工,2,1
,,,6260303试车台测量工,试车台测量工,2,1
,,,6260304试车台液、气系统操作工,试车台液、气系统操作工,2,1
,,,6260305试车台控制工,试车台控制工,2,1
,,,6260306液体推进剂性能试验工,液体推进剂性能试验工,2,1
,,,6260307固体推进剂性能试验工,固体推进剂性能试验工,2,1
,,,6260308试车台测力计量检定工,试车台测力计量检定工,2,1
,,62604计量人员,6260401长度计量工,长度计量工,1,1
,,,6260402热工计量工,热工计量工,1,1
,,,6260403衡器计量工,衡器计量工,1,1
"第六大类6生产、运输设备操作人员及有关人员",626检验、计量人员,62604计量人员,6260404硬度测力计量工,硬度测力计量工,1,1
,,,6260405容量计量工,容量计量工,1,1
,,,6260406电器计量工,电器计量工,1,1
,,,6260407化学计量工,化学计量工,1,1
,,,6260408声学计量工,声学计量工,1,1
,,,6260409光学计量工,光学计量工,1,1
,,,6260410电离辐射计量工,电离辐射计量工,1,1
,,,6260411专用计量器具计量工,专用计量器具计量工,1,1
,699其他生产运输设备操作人员及有关人员,69901包装人员,6990101包装人员,包装人员,3,1
,,69902机泵操作人员,6990201机泵操作人员,机泵操作人员,3,1
,,69903简单体力劳动人员,6990301简单体力劳动人员,简单体力劳动人员,4,1
"第七大类7军人",700军人,70000军人,"7000001一般地面部队人员(含陆军野战、机械修护、土木工程、飞弹、战车及空军炮、飞机修护等)",一般地面部队人员,3,1
,,,"7000002特种兵(海军陆站队、伞兵、水兵、爆破兵、蛙人、化学兵、负有布雷爆破任务之工兵、情报单位负有特殊任务者)",特种兵,7,3
,,,"7000003行政及内勤人员(国防部、三军总部、军校教官等)",行政内勤人员(国防部三军总部军校教官等),1,1
,,,"7000004宪兵",宪兵,4,1
,,,7000005后勤补给及通讯地勤人员,后勤补给及通讯地勤人员,3,1
,,,7000006军事研究单位纸上设计人员,军事研究单位纸上设计人员,1,1
,,,7000007军事单位武器、弹药研究及管理人员,军事单位武器、弹药研究及管理人员,3,1
,,,7000008空军飞行官兵、空军海洋巡弋舰艇及潜艇官兵,空军飞行官兵、空军海洋巡弋舰艇及潜艇官兵,7,3
,,,7000009前线军人,前线军人,7,3
,,,7000010军校学生及入伍受训新兵,军校学生及入伍受训新兵,7,2
"第七大类7军人",700军人,70000军人,7000011军医院官兵,军医院官兵,2,1
"第八大类8其他从业人员",800其他从业人员,80000其他从业人员,8000001无业人员,无业人员,2,1
,,,8000002退休人员,退休人员,1,1
,,,8000003离休人员,离休人员,1,1
,,80001特殊运动从业人员,8000101特殊运动班学生（拳击、摔跤、跆拳道等）,特殊运动班学生（拳击、摔跤、跆拳道等）,6,2
,,,8000102武术学校学生,武术学校学生,6,2
